filename,x_213,x_147,x_111,x_187,x_35,z_229,x_208,x_181,z_117,z_147,x_192,x_29,x_156,x_142,x_144,x_89,x_180,z_371,x_171,x_129,label
ARIANA_central_3.mp4,0.3749251663684845,0.37103480100631714,0.3747004270553589,0.36335289478302,0.38066256046295166,0.08400867134332657,0.37886640429496765,0.3678562641143799,0.11097844690084457,0.1412116438150406,0.372977614402771,0.37490689754486084,0.3794812858104706,0.3769042193889618,0.3791240155696869,0.3726406693458557,0.36883094906806946,-0.04580744355916977,0.3807203769683838,0.3728591799736023,central
ARIANA_central_3.mp4,0.3718050420284271,0.36808812618255615,0.3731042146682739,0.3612639904022217,0.3790125846862793,0.0817219540476799,0.37946242094039917,0.3693445026874542,0.10825914144515991,0.1384759545326233,0.3702923059463501,0.37496721744537354,0.3778649568557739,0.37809741497039795,0.3793344497680664,0.3737330734729767,0.37043142318725586,-0.04460355266928673,0.3810095489025116,0.37407925724983215,central
ARIANA_central_3.mp4,0.3671889901161194,0.3642778694629669,0.3715220093727112,0.3581143021583557,0.37788528203964233,0.08203192800283432,0.37589511275291443,0.3680785000324249,0.10799042135477066,0.13638107478618622,0.3655836582183838,0.37674739956855774,0.37740594148635864,0.3792946934700012,0.380695104598999,0.37258949875831604,0.36957216262817383,-0.04346132650971413,0.376811146736145,0.37506282329559326,central
ARIANA_central_3.mp4,0.3657132387161255,0.36289656162261963,0.3716179430484772,0.3570285439491272,0.37845587730407715,0.08155522495508194,0.3762708306312561,0.369151771068573,0.1073734387755394,0.13549435138702393,0.3642600178718567,0.37893813848495483,0.37843334674835205,0.3815307021141052,0.3828429579734802,0.37385261058807373,0.37085700035095215,-0.043142169713974,0.3768352270126343,0.3773651123046875,central
ARIANA_central_3.mp4,0.36677736043930054,0.3643606901168823,0.37283045053482056,0.35933178663253784,0.37914207577705383,0.08111876994371414,0.37948617339134216,0.37276217341423035,0.10629299283027649,0.13283133506774902,0.36554843187332153,0.38093891739845276,0.37898367643356323,0.3845617175102234,0.384590208530426,0.3770253658294678,0.3744719922542572,-0.041982702910900116,0.37977710366249084,0.3804311156272888,central
ARIANA_central_3.mp4,0.3650936484336853,0.3625776469707489,0.3724762797355652,0.3584118187427521,0.37934911251068115,0.07879239320755005,0.3808021545410156,0.3750359117984772,0.1034359410405159,0.1299975961446762,0.36440309882164,0.3831052780151367,0.3794708847999573,0.386985719203949,0.38663041591644287,0.37963026762008667,0.3770168423652649,-0.04117206856608391,0.3807404637336731,0.3833048343658447,central
ARIANA_central_3.mp4,0.36559733748435974,0.36334797739982605,0.3732057511806488,0.3593510389328003,0.37986430525779724,0.07897733896970749,0.382931113243103,0.37773674726486206,0.10363390296697617,0.13028305768966675,0.36484646797180176,0.38380593061447144,0.37993496656417847,0.3886339068412781,0.3871222734451294,0.381587952375412,0.37964439392089844,-0.04103947430849075,0.38297030329704285,0.3849773705005646,central
ARIANA_central_3.mp4,0.3609495759010315,0.35921406745910645,0.371054470539093,0.35667645931243896,0.3777919411659241,0.07691510766744614,0.3835567831993103,0.3801229000091553,0.10102824866771698,0.12786437571048737,0.36079278588294983,0.3861534297466278,0.3780008852481842,0.3919159173965454,0.38881176710128784,0.3838295340538025,0.3823479413986206,-0.03993185982108116,0.38300830125808716,0.38872116804122925,central
ARIANA_central_3.mp4,0.361375629901886,0.35962218046188354,0.3716278076171875,0.35686737298965454,0.37844499945640564,0.07721897214651108,0.383289098739624,0.37977635860443115,0.10150906443595886,0.1287357658147812,0.36113566160202026,0.3865412175655365,0.37871283292770386,0.39178672432899475,0.38913872838020325,0.3835241496562958,0.3819679617881775,-0.040289685130119324,0.3827933073043823,0.3884892165660858,central
ARIANA_central_3.mp4,0.3613850474357605,0.3599449098110199,0.37276679277420044,0.3583577275276184,0.37966662645339966,0.07526752352714539,0.3863077759742737,0.3837292492389679,0.09851231426000595,0.12377266585826874,0.36152610182762146,0.3895201086997986,0.37996912002563477,0.39569416642189026,0.3919536769390106,0.3870563507080078,0.38594767451286316,-0.038523804396390915,0.3853851556777954,0.392731249332428,central
ARIANA_central_3.mp4,0.36366161704063416,0.3623684346675873,0.3767740726470947,0.3605470061302185,0.3841933608055115,0.07370763272047043,0.3884233832359314,0.38638728857040405,0.09728992730379105,0.12452510744333267,0.3638181984424591,0.39427030086517334,0.38481539487838745,0.39811885356903076,0.3967556059360504,0.3897911012172699,0.3885771632194519,-0.03883039206266403,0.3872140944004059,0.39446648955345154,central
ARIANA_central_3.mp4,0.36410802602767944,0.3627907931804657,0.37714558839797974,0.3612997829914093,0.38452011346817017,0.07336708903312683,0.3900602459907532,0.3883368670940399,0.09680469334125519,0.12376648932695389,0.36444783210754395,0.3952077031135559,0.38509345054626465,0.3998109698295593,0.39767658710479736,0.3916984796524048,0.3905489444732666,-0.038568925112485886,0.3887006640434265,0.39634597301483154,central
